province,district,sub-district,unit_number,village,place,latitude,longitude,full_address
ลำปาง,งาว,นาแก,1,1,ศาลาเอนกประสงค์  บ้านทุ่งศาลา,18.78490901,99.97075416,"ศาลาเอนกประสงค์  บ้านทุ่งศาลา, หมู่ที่ 1, นาแก, งาว, ลำปาง"
ลำปาง,งาว,นาแก,2,2,ศาลาประชาคม วัดหนองเหียง,18.77575856,99.9687307,"ศาลาประชาคม วัดหนองเหียง, หมู่ที่ 2, นาแก, งาว, ลำปาง"
ลำปาง,งาว,นาแก,3,3,ศาลาวัดนาแก,18.7718736,99.95805296,"ศาลาวัดนาแก, หมู่ที่ 3, นาแก, งาว, ลำปาง"
ลำปาง,งาว,นาแก,4,4,ศาลากลางหมู่บ้าน บ้านแม่ฮ่าง,18.84305532,99.86316604,"ศาลากลางหมู่บ้าน บ้านแม่ฮ่าง, หมู่ที่ 4, นาแก, งาว, ลำปาง"
ลำปาง,งาว,นาแก,5,5,โรงเรียนแม่แป้นวิทยา,18.80573498,99.9180159,"โรงเรียนแม่แป้นวิทยา, หมู่ที่ 5, นาแก, งาว, ลำปาง"
ลำปาง,งาว,นาแก,6,6,ศาลากลางหมู่บ้าน บ้านสันติสุข,18.85777202,99.83776095,"ศาลากลางหมู่บ้าน บ้านสันติสุข, หมู่ที่ 6, นาแก, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,1,1,ศาลากลางหมู่บ้าน บ้านนาแรม,18.88587200323684,99.94414354294632,"ศาลากลางหมู่บ้าน บ้านนาแรม, หมู่ที่ 1, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,2,2,ศาลากลางหมู่บ้าน บ้านร้อง,18.883012845726896,99.94228678434922,"ศาลากลางหมู่บ้าน บ้านร้อง, หมู่ที่ 2, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,3,3,ศาลาวัดสบป๋อน,18.8791212,99.9433027,"ศาลาวัดสบป๋อน, หมู่ที่ 3, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,4,4,ศาลาประชาคมบ้านข่อย,18.94755483,99.87951731,"ศาลาประชาคมบ้านข่อย, หมู่ที่ 4, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,5,5,ศาลาวัดบ้านผาแดง,19.00439384,99.79591472,"ศาลาวัดบ้านผาแดง, หมู่ที่ 5, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,6,6,ศาลากลางหมู่บ้าน บ้านปากบอก,18.88036343510376,99.94443223476921,"ศาลากลางหมู่บ้าน บ้านปากบอก, หมู่ที่ 6, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,7,7,ศาลาประชาคมหมู่บ้าน,18.881585166798455,99.94761495464705,"ศาลาประชาคมหมู่บ้าน, หมู่ที่ 7, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,8,8,โรงเรียนบ้านใหม่พัฒนา,19.03591755,99.7854134,"โรงเรียนบ้านใหม่พัฒนา, หมู่ที่ 8, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,9,9,ศาลากลางหมู่บ้าน บ้านท่าเจริญ,18.91680169,99.93975517,"ศาลากลางหมู่บ้าน บ้านท่าเจริญ, หมู่ที่ 9, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,10,10,ศาลากลางหมู่บ้าน บ้านร้องพัฒนา,18.88498964913404,99.94743653328823,"ศาลากลางหมู่บ้าน บ้านร้องพัฒนา, หมู่ที่ 10, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,11,11,โรงเรียนบ้านข่อยมิตรภาพที่ 110 สาขาแม่งาว,18.88851061,99.93246889,"โรงเรียนบ้านข่อยมิตรภาพที่ 110 สาขาแม่งาว, หมู่ที่ 11, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,12,12,ศาลากลางหมู่บ้าน บ้านชนแดน,18.96319997,99.91976108,"ศาลากลางหมู่บ้าน บ้านชนแดน, หมู่ที่ 12, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านร้อง,13,13,โรงเรียนบ้านแม่งาวใต้ สาขาแม่คำหล้า,18.96978355,99.80966763,"โรงเรียนบ้านแม่งาวใต้ สาขาแม่คำหล้า, หมู่ที่ 13, บ้านร้อง, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,1,1,ศาลากลางหมู่บ้านบ้านร่องต้า,18.68223699555211,99.93129312221481,"ศาลากลางหมู่บ้านบ้านร่องต้า, หมู่ที่ 1, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,2,2,ศูนย์พัฒนาตำบลบ้านหวด,18.678574032214815,99.93097265444788,"ศูนย์พัฒนาตำบลบ้านหวด, หมู่ที่ 2, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,3,3,โรงเรียนไทยรัฐวิทยา 85,18.6084847,99.9043567,"โรงเรียนไทยรัฐวิทยา 85, หมู่ที่ 3, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,4,3,ศาลาวัดห้วยทาก,18.678253564447893,99.93463561778518,"ศาลาวัดห้วยทาก, หมู่ที่ 3, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,5,4,ศาลาวัดปางหละ,18.54743672,99.8463753,"ศาลาวัดปางหละ, หมู่ที่ 4, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,6,5,สำนักสงฆ์แม่พร้าว,18.57761847,99.89551589,"สำนักสงฆ์แม่พร้าว, หมู่ที่ 5, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านหวด,7,6,ศาลากลางหมู่บ้าน บ้านใหม่ธานี,18.681916527785187,99.9349560855521,"ศาลากลางหมู่บ้าน บ้านใหม่ธานี, หมู่ที่ 6, บ้านหวด, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,1,1,ศาลากลางหมู่บ้าน บ้านแม่กวัก,18.771968425050005,99.914580349913,"ศาลากลางหมู่บ้าน บ้านแม่กวัก, หมู่ที่ 1, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,2,2,ศาลากลางหมู่บ้าน บ้านอ้อนใต้,18.768385709912994,99.91375321494999,"ศาลากลางหมู่บ้าน บ้านอ้อนใต้, หมู่ที่ 2, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,3,3,ศาลากลางหมู่บ้าน บ้านอ้อนเหนือ,18.767558574949994,99.917335930087,"ศาลากลางหมู่บ้าน บ้านอ้อนเหนือ, หมู่ที่ 3, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,4,4,โรงเรียนปงมะโอ,18.75601564,99.92988872,"โรงเรียนปงมะโอ, หมู่ที่ 4, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,5,5,ศาลาประชาคมบ้านห้วยหก,18.71929744,99.81780626,"ศาลาประชาคมบ้านห้วยหก, หมู่ที่ 5, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,6,6,โรงเรียนบ้านอ้อน สาขาหัวทุ่ง,18.75815084,99.91398994,"โรงเรียนบ้านอ้อน สาขาหัวทุ่ง, หมู่ที่ 6, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,7,7,ศาลาวัดบ้านแม่กวัก,18.771141290087005,99.91816306505001,"ศาลาวัดบ้านแม่กวัก, หมู่ที่ 7, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านอ้อน,8,8,โรงเรียนบ้านแม่กวัก สาขาขุนอ้อนพัฒนา,18.77390573,99.91828125,"โรงเรียนบ้านแม่กวัก สาขาขุนอ้อนพัฒนา, หมู่ที่ 8, บ้านอ้อน, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,1,1,ศาลากลางหมู่บ้าน บ้านแหงเหนือ,18.764970961922916,100.0102195407821,"ศาลากลางหมู่บ้าน บ้านแหงเหนือ, หมู่ที่ 1, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,2,2,ศาลาอเนกประสงค์วัดบุญยืน,18.76574131,100.0089421,"ศาลาอเนกประสงค์วัดบุญยืน, หมู่ที่ 2, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,3,3,ศาลาวัดร่องเห็ด,18.76224645,100.0047792,"ศาลาวัดร่องเห็ด, หมู่ที่ 3, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,4,4,ศาลากลางหมู่บ้าน บ้านบ่อห้อ,18.74944377,100.0311454,"ศาลากลางหมู่บ้าน บ้านบ่อห้อ, หมู่ที่ 4, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,5,4,ศาลาวัดศรีบุญเรือง,18.77665981,100.0224615,"ศาลาวัดศรีบุญเรือง, หมู่ที่ 4, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,6,5,ศาลาประชาคม บ้านแม่งอน,18.74655873,100.016611,"ศาลาประชาคม บ้านแม่งอน, หมู่ที่ 5, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,7,6,ศาลาประชาคม บ้านทุ่งโป่ง,18.74381432,100.0321601,"ศาลาประชาคม บ้านทุ่งโป่ง, หมู่ที่ 6, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,8,7,ศาลาหน้าวัดแหงเหนือ,18.7721024,100.0086769,"ศาลาหน้าวัดแหงเหนือ, หมู่ที่ 7, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านแหง,9,8,ศาลาสำนักสงฆ์ใหม่สามัคคี,18.761862378077087,100.00770225921791,"ศาลาสำนักสงฆ์ใหม่สามัคคี, หมู่ที่ 8, บ้านแหง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,1,1,ศาลากลางหมู่บ้าน บ้านสบเอิม,18.710446964799203,99.9380390680143,"ศาลากลางหมู่บ้าน บ้านสบเอิม, หมู่ที่ 1, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,2,2,ศาลากลางหมู่บ้าน SML,18.71078638553428,99.94066551285175,"ศาลากลางหมู่บ้าน SML, หมู่ที่ 2, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,3,3,ศาลากลางหมู่บ้าน บ้านสบพลึง,18.712491887710694,99.94269151414636,"ศาลากลางหมู่บ้าน บ้านสบพลึง, หมู่ที่ 3, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,4,4,ศาลาโป่งหนองบัว,18.71502198643794,99.94347383080215,"ศาลาโป่งหนองบัว, หมู่ที่ 4, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,5,5,ศาลากลางหมู่บ้าน บ้านเป๊าะ,18.717573393246937,99.94276408280847,"ศาลากลางหมู่บ้าน บ้านเป๊าะ, หมู่ที่ 5, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,6,6,ศาลากลางหมู่บ้าน บ้านเหล่า,18.71933605450321,99.9407876101385,"ศาลากลางหมู่บ้าน บ้านเหล่า, หมู่ที่ 6, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,7,7,ศาลากลางหมู่บ้าน บ้านหาดเชี่ยว,18.71975033771226,99.93817192889985,"ศาลากลางหมู่บ้าน บ้านหาดเชี่ยว, หมู่ที่ 7, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,8,8,ศาลากลางหมู่บ้าน บ้านต้นมื่น,18.7186847108824,99.93574749940427,"ศาลากลางหมู่บ้าน บ้านต้นมื่น, หมู่ที่ 8, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,9,9,ศาลาอเนกประสงค์ หมู่ที่ 9,18.71647750300275,99.93428406088643,"ศาลาอเนกประสงค์ หมู่ที่ 9, หมู่ที่ 9, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,10,10,ศาลาวัดบ้านเป๊าะ,18.71550771,99.97175808,"ศาลาวัดบ้านเป๊าะ, หมู่ที่ 10, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,11,11,ศาลากลางหมู่บ้าน บ้านสันโค้งพัฒนา,18.713829486979716,99.93424624473555,"ศาลากลางหมู่บ้าน บ้านสันโค้งพัฒนา, หมู่ที่ 11, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,บ้านโป่ง,12,12,ศาลากลางหมู่บ้าน บ้านโป่งแก้ว,18.71158138919062,99.93564605731235,"ศาลากลางหมู่บ้าน บ้านโป่งแก้ว, หมู่ที่ 12, บ้านโป่ง, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,1,1,ศาลากลางหมู่บ้าน บ้านปงเตา,18.824833054231494,99.93894485576851,"ศาลากลางหมู่บ้าน บ้านปงเตา, หมู่ที่ 1, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,2,2,หอประชุมประจำหมู่บ้าน บ้านห้วยอูน,18.82752006,99.94005785,"หอประชุมประจำหมู่บ้าน บ้านห้วยอูน, หมู่ที่ 2, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,3,3,สำนักสงฆ์พร้าวใหม่,18.82686208,99.95013333,"สำนักสงฆ์พร้าวใหม่, หมู่ที่ 3, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,4,4,ศาลากลางหมู่บ้าน บ้านปันเหนือ,18.83020706576851,99.93894485576851,"ศาลากลางหมู่บ้าน บ้านปันเหนือ, หมู่ที่ 4, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,5,5,ศาลาวัดปันใต้,18.79900778,99.96614398,"ศาลาวัดปันใต้, หมู่ที่ 5, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,6,6,โรงเรียนบ่อสี่เหลี่ยม,18.89179482,99.81715787,"โรงเรียนบ่อสี่เหลี่ยม, หมู่ที่ 6, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,7,7,ศาลากลางหมู่บ้าน บ้านขุนแหง,18.83132006,99.93625785,"ศาลากลางหมู่บ้าน บ้านขุนแหง, หมู่ที่ 7, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,8,8,ศาลากลางหมู่บ้าน บ้านหัวทุ่ง,18.83798702,99.90633151,"ศาลากลางหมู่บ้าน บ้านหัวทุ่ง, หมู่ที่ 8, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,9,9,ศาลากลางหมู่บ้าน บ้านปันพัฒนา,18.83020706576851,99.9335708442315,"ศาลากลางหมู่บ้าน บ้านปันพัฒนา, หมู่ที่ 9, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,10,10,ศาลาหลางหมู่บ้าน บ้านห้วยน้ำตื้น,18.87978011,99.85329324,"ศาลาหลางหมู่บ้าน บ้านห้วยน้ำตื้น, หมู่ที่ 10, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,11,11,ศาลากลางหมู่บ้าน บ้านสามเหลี่ยม,18.82752006,99.93245785,"ศาลากลางหมู่บ้าน บ้านสามเหลี่ยม, หมู่ที่ 11, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,12,12,ศาลากลางหมู่บ้าน บ้านปงเตา,18.824833054231494,99.9335708442315,"ศาลากลางหมู่บ้าน บ้านปงเตา, หมู่ที่ 12, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,ปงเตา,13,13,ศาลากลางหมู่บ้าน พร้าวใหม่พัฒนา,18.823720060000003,99.93625785,"ศาลากลางหมู่บ้าน พร้าวใหม่พัฒนา, หมู่ที่ 13, ปงเตา, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,1,1,ศาลาวัดสบแหง,18.74911413,99.9878839,"ศาลาวัดสบแหง, หมู่ที่ 1, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,2,2,ศาลาวัดดอกป้าน,18.7494142,99.98607391,"ศาลาวัดดอกป้าน, หมู่ที่ 2, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,3,3,ศาลาวัดหลวง,18.75256362,99.98074551,"ศาลาวัดหลวง, หมู่ที่ 3, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,4,4,ศาลาวัดต้นต้อง,18.76749797,99.98203623,"ศาลาวัดต้นต้อง, หมู่ที่ 4, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,5,4,ศาลาอเนกประสงค์หนองเต่า,18.752713851909796,99.98052041834742,"ศาลาอเนกประสงค์หนองเต่า, หมู่ที่ 4, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,6,5,ศาลาวัดศรีมุงเมือง,18.76378677,99.97648252,"ศาลาวัดศรีมุงเมือง, หมู่ที่ 5, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงเหนือ,7,6,ศาลาวัดทุ่งโป้ศรัทธาราม,18.753749128090206,99.98438412165257,"ศาลาวัดทุ่งโป้ศรัทธาราม, หมู่ที่ 6, หลวงเหนือ, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,1,1,ศาลากลางหมู่บ้าน บ้านน้ำจำ,18.73201861,99.97345626,"ศาลากลางหมู่บ้าน บ้านน้ำจำ, หมู่ที่ 1, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,2,2,ศาลาอเนกประสงค์บ้านทุ่ง,18.74885887,99.97245208,"ศาลาอเนกประสงค์บ้านทุ่ง, หมู่ที่ 2, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,3,3,ศาลาวัดน้ำล้อม,18.76992243,99.98035791,"ศาลาวัดน้ำล้อม, หมู่ที่ 3, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,4,4,ศาลาวัดปงคก,18.75001567,99.97934094,"ศาลาวัดปงคก, หมู่ที่ 4, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,5,5,ศาลาวัดทุ่งสุ่ม,18.74727376,99.98292674,"ศาลาวัดทุ่งสุ่ม, หมู่ที่ 5, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,6,6,ศาลาวัดวังควาย,18.74132238,99.98673669,"ศาลาวัดวังควาย, หมู่ที่ 6, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,7,7,ศาลากลางหมู่บ้าน บ้านดง,18.75347297,99.9666193,"ศาลากลางหมู่บ้าน บ้านดง, หมู่ที่ 7, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,หลวงใต้,8,8,ศาลากลางหมู่บ้าน บ้านใหม่เจริญสุข,18.73423906,99.97090984,"ศาลากลางหมู่บ้าน บ้านใหม่เจริญสุข, หมู่ที่ 8, หลวงใต้, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,1,1,โรงเรียนบ้านทุ่ง,18.61615219,100.0411422,"โรงเรียนบ้านทุ่ง, หมู่ที่ 1, แม่ตีบ, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,2,1,ศาลาวัดดอกคำใต้,18.61810092,100.041113,"ศาลาวัดดอกคำใต้, หมู่ที่ 1, แม่ตีบ, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,3,2,ศาลากลางหมู่บ้าน บ้านแม่ตีบหลวง,18.59916768,100.0336112,"ศาลากลางหมู่บ้าน บ้านแม่ตีบหลวง, หมู่ที่ 2, แม่ตีบ, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,4,2,ศาลาวัดแม่ตีบหลวง,18.60577678,100.0389755,"ศาลาวัดแม่ตีบหลวง, หมู่ที่ 2, แม่ตีบ, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,5,3,โรงเรียนบ้านแม่ตีบ,18.59969508,100.0327549,"โรงเรียนบ้านแม่ตีบ, หมู่ที่ 3, แม่ตีบ, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,6,4,โรงเรียนบ้านงิ้วงาม,18.55322665,100.0117419,"โรงเรียนบ้านงิ้วงาม, หมู่ที่ 4, แม่ตีบ, งาว, ลำปาง"
ลำปาง,งาว,แม่ตีบ,7,5,ศาลาอเนกประสงค์บ้านแม่งาว,18.61316632,100.0366823,"ศาลาอเนกประสงค์บ้านแม่งาว, หมู่ที่ 5, แม่ตีบ, งาว, ลำปาง"
ลำปาง,วังเหนือ,ทุ่งฮั้ว,1,1,อาคารศาลาประชาคมหมู่บ้านบ้านทุ่งปี้ หมู่ที่ 1,19.25089497,99.63889349,"อาคารศาลาประชาคมหมู่บ้านบ้านทุ่งปี้ หมู่ที่ 1, หมู่ที่ 1, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ทุ่งฮั้ว,2,2,อาคารอเนกประสงค์วัดแม่ทรายเงิน หมู่ที่ 2,19.24185146,99.63998922,"อาคารอเนกประสงค์วัดแม่ทรายเงิน หมู่ที่ 2, หมู่ที่ 2, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ทุ่งฮั้ว,3,3,อาคารอเนกประสงค์บ้านผาดิน หมู่ที่ 3,19.23591524653438,99.63633843000001,"อาคารอเนกประสงค์บ้านผาดิน หมู่ที่ 3, หมู่ที่ 3, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ทุ่งฮั้ว,4,4,อาคารอเนกประสงค์บ้านทุ่งฮั้ว หมู่ที่ 4,19.236294868139897,99.63345491762861,"อาคารอเนกประสงค์บ้านทุ่งฮั้ว หมู่ที่ 4, หมู่ที่ 4, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
ลำปาง,วังเหนือ,ทุ่งฮั้ว,5,5,โรงเรียนบ้านวังมน หมู่ที่ 5,19.20226618,99.62297454,"โรงเรียนบ้านวังมน หมู่ที่ 5, หมู่ที่ 5, ทุ่งฮั้ว, วังเหนือ, ลำปาง"
