Unnamed: 0,province,district,sub-district,unit_number,village,place,latitude,longitude,full_address
257,ลำปาง,เมืองลำปาง,บ้านเสด็จ,18,16,สำนักสงฆ์ห้วยเดื่อ,18.41735849,99.64821855,"สำนักสงฆ์ห้วยเดื่อ, หมู่ที่ 16, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
258,ลำปาง,เมืองลำปาง,บ้านเสด็จ,19,17,วัดพระธาตุเสด็จ (ศาลาด้านใต้),18.3901481,99.59473766,"วัดพระธาตุเสด็จ (ศาลาด้านใต้), หมู่ที่ 17, บ้านเสด็จ, เมืองลำปาง, ลำปาง"
259,ลำปาง,เมืองลำปาง,บ้านแลง,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 1, บ้านแลง, เมืองลำปาง, ลำปาง"
260,ลำปาง,เมืองลำปาง,บ้านแลง,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้านบ้านสบมาย,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้านบ้านสบมาย, หมู่ที่ 2, บ้านแลง, เมืองลำปาง, ลำปาง"
261,ลำปาง,เมืองลำปาง,บ้านแลง,3,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, บ้านแลง, เมืองลำปาง, ลำปาง"
262,ลำปาง,เมืองลำปาง,บ้านแลง,4,4,ศาลาวัดแม่อาง,18.45570486,99.66763616,"ศาลาวัดแม่อาง, หมู่ที่ 4, บ้านแลง, เมืองลำปาง, ลำปาง"
263,ลำปาง,เมืองลำปาง,บ้านแลง,5,5,ศาลาอเนกประสงค์โรงเรียนบ้านดง (เดิม),18.50643512,99.64779471,"ศาลาอเนกประสงค์โรงเรียนบ้านดง (เดิม), หมู่ที่ 5, บ้านแลง, เมืองลำปาง, ลำปาง"
264,ลำปาง,เมืองลำปาง,บ้านแลง,6,6,ศาลาอเนกประสงค์วัดแตะพุทธราม,18.55906322,99.67009023,"ศาลาอเนกประสงค์วัดแตะพุทธราม, หมู่ที่ 6, บ้านแลง, เมืองลำปาง, ลำปาง"
265,ลำปาง,เมืองลำปาง,บ้านแลง,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, บ้านแลง, เมืองลำปาง, ลำปาง"
266,ลำปาง,เมืองลำปาง,บ้านแลง,8,8,ศาลาอเนกประสงค์บ้านแม่อางน้ำล้อม,18.50643512,99.64779471,"ศาลาอเนกประสงค์บ้านแม่อางน้ำล้อม, หมู่ที่ 8, บ้านแลง, เมืองลำปาง, ลำปาง"
267,ลำปาง,เมืองลำปาง,บ้านแลง,9,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, บ้านแลง, เมืองลำปาง, ลำปาง"
268,ลำปาง,เมืองลำปาง,บ้านแลง,10,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, บ้านแลง, เมืองลำปาง, ลำปาง"
269,ลำปาง,เมืองลำปาง,บ้านแลง,11,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, บ้านแลง, เมืองลำปาง, ลำปาง"
270,ลำปาง,เมืองลำปาง,บ้านแลง,12,12,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.50643512,99.64779471,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 12, บ้านแลง, เมืองลำปาง, ลำปาง"
271,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,1,1,หอประชุมหน้าวัดทุ่งฮ้าง,18.88387306,99.67069661,"หอประชุมหน้าวัดทุ่งฮ้าง, หมู่ที่ 1, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
272,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.92583409,99.6613826,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
273,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,3,3,ศาลาตลาดสด SML,18.92583409,99.6613826,"ศาลาตลาดสด SML, หมู่ที่ 3, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
274,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.92583409,99.6613826,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
275,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,5,5,ห้องประชุมโรงเรียนบ้านช่อฟ้า,18.86447504,99.73058265,"ห้องประชุมโรงเรียนบ้านช่อฟ้า, หมู่ที่ 5, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
276,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,6,6,ศาลาการเปรียญวัดแจ้คอน,18.91902942,99.66009662,"ศาลาการเปรียญวัดแจ้คอน, หมู่ที่ 6, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
277,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,7,7,ศาลาอเนกประสงค์บ้านใหม่สามัคคี,18.92583409,99.6613826,"ศาลาอเนกประสงค์บ้านใหม่สามัคคี, หมู่ที่ 7, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
278,ลำปาง,แจ้ห่ม,ทุ่งผึ้ง,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.92583409,99.6613826,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, ทุ่งผึ้ง, แจ้ห่ม, ลำปาง"
279,ลำปาง,แจ้ห่ม,บ้านสา,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 1, บ้านสา, แจ้ห่ม, ลำปาง"
280,ลำปาง,แจ้ห่ม,บ้านสา,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, บ้านสา, แจ้ห่ม, ลำปาง"
281,ลำปาง,แจ้ห่ม,บ้านสา,3,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, บ้านสา, แจ้ห่ม, ลำปาง"
282,ลำปาง,แจ้ห่ม,บ้านสา,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, บ้านสา, แจ้ห่ม, ลำปาง"
283,ลำปาง,แจ้ห่ม,บ้านสา,5,5,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"อาคารอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 5, บ้านสา, แจ้ห่ม, ลำปาง"
284,ลำปาง,แจ้ห่ม,บ้านสา,6,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 6, บ้านสา, แจ้ห่ม, ลำปาง"
285,ลำปาง,แจ้ห่ม,บ้านสา,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, บ้านสา, แจ้ห่ม, ลำปาง"
286,ลำปาง,แจ้ห่ม,บ้านสา,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, บ้านสา, แจ้ห่ม, ลำปาง"
287,ลำปาง,แจ้ห่ม,บ้านสา,9,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, บ้านสา, แจ้ห่ม, ลำปาง"
288,ลำปาง,แจ้ห่ม,บ้านสา,10,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.62887599,99.5404064,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, บ้านสา, แจ้ห่ม, ลำปาง"
289,ลำปาง,แจ้ห่ม,ปงดอน,1,1,โรงอาหารโรงเรียนบ้านแม่ตา,18.75634712,99.61686637,"โรงอาหารโรงเรียนบ้านแม่ตา, หมู่ที่ 1, ปงดอน, แจ้ห่ม, ลำปาง"
290,ลำปาง,แจ้ห่ม,ปงดอน,2,1,ใต้อาคารเรียนโรงเรียนบ้านแม่ตา,18.7560907,99.61664584,"ใต้อาคารเรียนโรงเรียนบ้านแม่ตา, หมู่ที่ 1, ปงดอน, แจ้ห่ม, ลำปาง"
291,ลำปาง,แจ้ห่ม,ปงดอน,3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.74458515,99.6063095,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, ปงดอน, แจ้ห่ม, ลำปาง"
292,ลำปาง,แจ้ห่ม,ปงดอน,4,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.74458515,99.6063095,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, ปงดอน, แจ้ห่ม, ลำปาง"
293,ลำปาง,แจ้ห่ม,ปงดอน,5,4,โรงอาหารโรงเรียนบ้านเปียงใจ,18.81515883,99.7426839,"โรงอาหารโรงเรียนบ้านเปียงใจ, หมู่ที่ 4, ปงดอน, แจ้ห่ม, ลำปาง"
294,ลำปาง,แจ้ห่ม,ปงดอน,6,5,อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาสามัคคี,18.74458515,99.6063095,"อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาสามัคคี, หมู่ที่ 5, ปงดอน, แจ้ห่ม, ลำปาง"
295,ลำปาง,แจ้ห่ม,ปงดอน,7,6,อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาใน,18.74458515,99.6063095,"อาคารอเนกประสงค์โรงเรียนบ้านแม่ตาใน, หมู่ที่ 6, ปงดอน, แจ้ห่ม, ลำปาง"
296,ลำปาง,แจ้ห่ม,ปงดอน,8,7,อาคารอเนกประสงค์โรงเรียนบ้านปงดอน,18.74458515,99.6063095,"อาคารอเนกประสงค์โรงเรียนบ้านปงดอน, หมู่ที่ 7, ปงดอน, แจ้ห่ม, ลำปาง"
297,ลำปาง,แจ้ห่ม,ปงดอน,9,8,อาคารอเนกประสงค์บ้านเลาสู,18.82687712,99.79627598,"อาคารอเนกประสงค์บ้านเลาสู, หมู่ที่ 8, ปงดอน, แจ้ห่ม, ลำปาง"
298,ลำปาง,แจ้ห่ม,วิเชตนคร,1,1,ศาลาประชาคมบ้านใหม่สวนดอกคำ,18.70454286,99.55774397,"ศาลาประชาคมบ้านใหม่สวนดอกคำ, หมู่ที่ 1, วิเชตนคร, แจ้ห่ม, ลำปาง"
299,ลำปาง,แจ้ห่ม,วิเชตนคร,2,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, วิเชตนคร, แจ้ห่ม, ลำปาง"
300,ลำปาง,แจ้ห่ม,วิเชตนคร,3,3,อาคารอเนกประสงค์โรงเรียนบ้านใหม่ผ้าขาว,18.71129389,99.55903644,"อาคารอเนกประสงค์โรงเรียนบ้านใหม่ผ้าขาว, หมู่ที่ 3, วิเชตนคร, แจ้ห่ม, ลำปาง"
301,ลำปาง,แจ้ห่ม,วิเชตนคร,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, วิเชตนคร, แจ้ห่ม, ลำปาง"
302,ลำปาง,แจ้ห่ม,วิเชตนคร,5,5,ศาลาประชาคมบ้านสันมะเกลือ,18.74964675,99.57376891,"ศาลาประชาคมบ้านสันมะเกลือ, หมู่ที่ 5, วิเชตนคร, แจ้ห่ม, ลำปาง"
303,ลำปาง,แจ้ห่ม,วิเชตนคร,6,6,ศาลาประชาคมบ้านสันกลาง,18.74249382,99.57585737,"ศาลาประชาคมบ้านสันกลาง, หมู่ที่ 6, วิเชตนคร, แจ้ห่ม, ลำปาง"
304,ลำปาง,แจ้ห่ม,วิเชตนคร,7,7,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, วิเชตนคร, แจ้ห่ม, ลำปาง"
305,ลำปาง,แจ้ห่ม,วิเชตนคร,8,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, วิเชตนคร, แจ้ห่ม, ลำปาง"
306,ลำปาง,แจ้ห่ม,วิเชตนคร,9,8,โรงเรียนบ้านใหม่เหล่ายาว,18.72758724,99.56145698,"โรงเรียนบ้านใหม่เหล่ายาว, หมู่ที่ 8, วิเชตนคร, แจ้ห่ม, ลำปาง"
307,ลำปาง,แจ้ห่ม,วิเชตนคร,10,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, วิเชตนคร, แจ้ห่ม, ลำปาง"
308,ลำปาง,แจ้ห่ม,วิเชตนคร,11,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, วิเชตนคร, แจ้ห่ม, ลำปาง"
309,ลำปาง,แจ้ห่ม,วิเชตนคร,12,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70454286,99.55774397,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, วิเชตนคร, แจ้ห่ม, ลำปาง"
310,ลำปาง,แจ้ห่ม,เมืองมาย,1,1,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.61198427,99.62612414,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 1, เมืองมาย, แจ้ห่ม, ลำปาง"
311,ลำปาง,แจ้ห่ม,เมืองมาย,2,2,อาคารอเนกประสงค์โรงเรียนบ้านนาไหม้,18.61198427,99.62612414,"อาคารอเนกประสงค์โรงเรียนบ้านนาไหม้, หมู่ที่ 2, เมืองมาย, แจ้ห่ม, ลำปาง"
312,ลำปาง,แจ้ห่ม,เมืองมาย,3,3,อาคารอเนกประสงค์โรงเรียนบ้านนางาม,18.66116536,99.67792607,"อาคารอเนกประสงค์โรงเรียนบ้านนางาม, หมู่ที่ 3, เมืองมาย, แจ้ห่ม, ลำปาง"
313,ลำปาง,แจ้ห่ม,เมืองมาย,4,3,ศูนย์การเรียนรู้ชุมชนชาวไทยภูเขาแม่ฟ้าหลวง (บ้านแม่ก๋า),18.61198427,99.62612414,"ศูนย์การเรียนรู้ชุมชนชาวไทยภูเขาแม่ฟ้าหลวง (บ้านแม่ก๋า), หมู่ที่ 3, เมืองมาย, แจ้ห่ม, ลำปาง"
314,ลำปาง,แจ้ห่ม,เมืองมาย,5,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.61198427,99.62612414,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, เมืองมาย, แจ้ห่ม, ลำปาง"
315,ลำปาง,แจ้ห่ม,เมืองมาย,6,5,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.61198427,99.62612414,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 5, เมืองมาย, แจ้ห่ม, ลำปาง"
316,ลำปาง,แจ้ห่ม,เมืองมาย,7,6,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.61198427,99.62612414,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 6, เมืองมาย, แจ้ห่ม, ลำปาง"
317,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),1,3,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.71270747,99.55737487,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 3, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
318,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),2,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.71270747,99.55737487,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
319,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),3,5,ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 1,18.69344545,99.57604105,"ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 1, หมู่ที่ 5, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
320,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),4,5,ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 2,18.69344545,99.57604105,"ศาลาการเปรียญวัดกู่คำน้อย ศาลาที่ 2, หมู่ที่ 5, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
321,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),5,6,ศูนย์เรียนรู้ชุมชนบ้านม่วง,18.70305757,99.56665395,"ศูนย์เรียนรู้ชุมชนบ้านม่วง, หมู่ที่ 6, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
322,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),6,7,ศาลา SML ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลา SML ประจำหมู่บ้าน, หมู่ที่ 7, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
323,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),7,10,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 10, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
324,ลำปาง,แจ้ห่ม,แจ้ห่ม(นอกเขต),8,11,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 11, แจ้ห่ม(นอกเขต), แจ้ห่ม, ลำปาง"
325,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),1,1,หอประชุมเทศบาลตำบลแจ้ห่ม,18.70305757,99.56665395,"หอประชุมเทศบาลตำบลแจ้ห่ม, หมู่ที่ 1, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
326,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),2,1,ศาลาวัดศรีหลวง,18.70305757,99.56665395,"ศาลาวัดศรีหลวง, หมู่ที่ 1, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
327,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),3,2,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 2, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
328,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),4,3,วัดเชียงหมั้น,18.7002293,99.57407893,"วัดเชียงหมั้น, หมู่ที่ 3, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
329,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),5,8,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 8, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
330,ลำปาง,แจ้ห่ม,แจ้ห่ม(ในเขต),6,9,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.70305757,99.56665395,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 9, แจ้ห่ม(ในเขต), แจ้ห่ม, ลำปาง"
331,ลำปาง,แจ้ห่ม,แม่สุก,1,1,ศาลา SML บ้านแม่สุก,18.78486002,99.57693373,"ศาลา SML บ้านแม่สุก, หมู่ที่ 1, แม่สุก, แจ้ห่ม, ลำปาง"
332,ลำปาง,แจ้ห่ม,แม่สุก,2,2,ศาลา SML บ้านหนองกอก,18.85316019,99.56253348,"ศาลา SML บ้านหนองกอก, หมู่ที่ 2, แม่สุก, แจ้ห่ม, ลำปาง"
333,ลำปาง,แจ้ห่ม,แม่สุก,3,3,ศาลา SML บ้านศรีบุญเรือง,18.82285176,99.5775118,"ศาลา SML บ้านศรีบุญเรือง, หมู่ที่ 3, แม่สุก, แจ้ห่ม, ลำปาง"
334,ลำปาง,แจ้ห่ม,แม่สุก,4,4,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.78486002,99.57693373,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 4, แม่สุก, แจ้ห่ม, ลำปาง"
335,ลำปาง,แจ้ห่ม,แม่สุก,5,5,หอประชุมโรงเรียนเก่า,18.78486002,99.57693373,"หอประชุมโรงเรียนเก่า, หมู่ที่ 5, แม่สุก, แจ้ห่ม, ลำปาง"
336,ลำปาง,แจ้ห่ม,แม่สุก,6,6,ศาลา SML บ้านใหม่สามัคคี,18.79622484,99.57708452,"ศาลา SML บ้านใหม่สามัคคี, หมู่ที่ 6, แม่สุก, แจ้ห่ม, ลำปาง"
337,ลำปาง,แจ้ห่ม,แม่สุก,7,7,อาคารอเนกประสงค์ประจำหมู่บ้าน,18.78486002,99.57693373,"อาคารอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 7, แม่สุก, แจ้ห่ม, ลำปาง"
338,ลำปาง,แจ้ห่ม,แม่สุก,8,8,ศาลา SML บ้านผาช่อ,18.89856544,99.60624604,"ศาลา SML บ้านผาช่อ, หมู่ที่ 8, แม่สุก, แจ้ห่ม, ลำปาง"
339,ลำปาง,แจ้ห่ม,แม่สุก,9,9,ศาลาประชาร่วมใจบ้านสบสุก,18.78486002,99.57693373,"ศาลาประชาร่วมใจบ้านสบสุก, หมู่ที่ 9, แม่สุก, แจ้ห่ม, ลำปาง"
340,ลำปาง,แจ้ห่ม,แม่สุก,10,10,หอประชุมโรงเรียนทุ่งคาวิทยา,18.80375078,99.57644919,"หอประชุมโรงเรียนทุ่งคาวิทยา, หมู่ที่ 10, แม่สุก, แจ้ห่ม, ลำปาง"
341,ลำปาง,แจ้ห่ม,แม่สุก,11,11,อาคารเรียนโรงเรียนบ้านศรีบุญเรือง,18.82299256,99.57759376,"อาคารเรียนโรงเรียนบ้านศรีบุญเรือง, หมู่ที่ 11, แม่สุก, แจ้ห่ม, ลำปาง"
342,ลำปาง,แจ้ห่ม,แม่สุก,12,12,ศาลาอเนกประสงค์ประจำหมู่บ้าน,18.78486002,99.57693373,"ศาลาอเนกประสงค์ประจำหมู่บ้าน, หมู่ที่ 12, แม่สุก, แจ้ห่ม, ลำปาง"
